anio,provincia,departamento,sector,ambito,nivel,cargos_cubiertos,cargos_vacantes,total_cargos,tasa_cobertura
2024,Buenos Aires,25 DE MAYO,Estatal,Rural,Inicial,32,0,32,100.0
2024,Buenos Aires,25 DE MAYO,Estatal,Rural,Primaria,89,0,89,100.0
2024,Buenos Aires,25 DE MAYO,Estatal,Rural,Secundaria,35,1,36,97.22
2024,Buenos Aires,25 DE MAYO,Estatal,Urbano,Inicial,164,0,164,100.0
2024,Buenos Aires,25 DE MAYO,Estatal,Urbano,Primaria,198,0,198,100.0
2024,Buenos Aires,25 DE MAYO,Estatal,Urbano,Secundaria,120,0,120,100.0
2024,Buenos Aires,25 DE MAYO,Privado,Urbano,Inicial,23,0,23,100.0
2024,Buenos Aires,25 DE MAYO,Privado,Urbano,Primaria,43,0,43,100.0
2024,Buenos Aires,25 DE MAYO,Privado,Urbano,Secundaria,18,0,18,100.0
2024,Buenos Aires,9 DE JULIO,Estatal,Rural,Inicial,30,0,30,100.0
2024,Buenos Aires,9 DE JULIO,Estatal,Rural,Primaria,93,0,93,100.0
2024,Buenos Aires,9 DE JULIO,Estatal,Rural,Secundaria,59,1,60,98.33
2024,Buenos Aires,9 DE JULIO,Estatal,Urbano,Inicial,142,0,142,100.0
2024,Buenos Aires,9 DE JULIO,Estatal,Urbano,Primaria,273,2,275,99.27
2024,Buenos Aires,9 DE JULIO,Estatal,Urbano,Secundaria,139,0,139,100.0
2024,Buenos Aires,9 DE JULIO,Privado,Urbano,Inicial,28,0,28,100.0
2024,Buenos Aires,9 DE JULIO,Privado,Urbano,Primaria,51,0,51,100.0
2024,Buenos Aires,9 DE JULIO,Privado,Urbano,Secundaria,35,0,35,100.0
2024,Buenos Aires,ADOLFO ALSINA,Estatal,Rural,Inicial,23,0,23,100.0
2024,Buenos Aires,ADOLFO ALSINA,Estatal,Rural,Primaria,21,0,21,100.0
2024,Buenos Aires,ADOLFO ALSINA,Estatal,Rural,Secundaria,15,0,15,100.0
2024,Buenos Aires,ADOLFO ALSINA,Estatal,Urbano,Inicial,69,0,69,100.0
2024,Buenos Aires,ADOLFO ALSINA,Estatal,Urbano,Primaria,94,0,94,100.0
2024,Buenos Aires,ADOLFO ALSINA,Estatal,Urbano,Secundaria,73,5,78,93.59
2024,Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Rural,Inicial,19,0,19,100.0
2024,Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Rural,Primaria,25,2,27,92.59
2024,Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Urbano,Inicial,55,0,55,100.0
2024,Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Urbano,Primaria,67,2,69,97.1
2024,Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Urbano,Secundaria,84,4,88,95.45
2024,Buenos Aires,ALBERTI,Estatal,Rural,Inicial,18,0,18,100.0
2024,Buenos Aires,ALBERTI,Estatal,Rural,Primaria,37,0,37,100.0
2024,Buenos Aires,ALBERTI,Estatal,Rural,Secundaria,28,0,28,100.0
2024,Buenos Aires,ALBERTI,Estatal,Urbano,Inicial,44,0,44,100.0
2024,Buenos Aires,ALBERTI,Estatal,Urbano,Primaria,54,1,55,98.18
2024,Buenos Aires,ALMIRANTE BROWN,Estatal,Urbano,Inicial,1053,9,1062,99.15
2024,Buenos Aires,ALMIRANTE BROWN,Estatal,Urbano,Primaria,3101,5,3106,99.84
2024,Buenos Aires,ALMIRANTE BROWN,Estatal,Urbano,Secundaria,1402,39,1441,97.29
2024,Buenos Aires,ALMIRANTE BROWN,Privado,Urbano,Inicial,640,0,640,100.0
2024,Buenos Aires,ALMIRANTE BROWN,Privado,Urbano,Primaria,940,0,940,100.0
2024,Buenos Aires,ALMIRANTE BROWN,Privado,Urbano,Secundaria,504,0,504,100.0
2024,Buenos Aires,ARRECIFES,Estatal,Rural,Inicial,13,0,13,100.0
2024,Buenos Aires,ARRECIFES,Estatal,Rural,Primaria,22,0,22,100.0
2024,Buenos Aires,ARRECIFES,Estatal,Urbano,Inicial,131,0,131,100.0
2024,Buenos Aires,ARRECIFES,Estatal,Urbano,Primaria,217,2,219,99.09
2024,Buenos Aires,ARRECIFES,Estatal,Urbano,Secundaria,146,0,146,100.0
2024,Buenos Aires,AVELLANEDA,Estatal,Urbano,Inicial,854,9,863,98.96
2024,Buenos Aires,AVELLANEDA,Estatal,Urbano,Primaria,1560,21,1581,98.67
2024,Buenos Aires,AVELLANEDA,Estatal,Urbano,Secundaria,1225,12,1237,99.03
2024,Buenos Aires,AVELLANEDA,Privado,Urbano,Inicial,462,5,467,98.93
2024,Buenos Aires,AVELLANEDA,Privado,Urbano,Primaria,649,1,650,99.85
2024,Buenos Aires,AVELLANEDA,Privado,Urbano,Secundaria,322,0,322,100.0
2024,Buenos Aires,AYACUCHO,Estatal,Rural,Inicial,12,0,12,100.0
2024,Buenos Aires,AYACUCHO,Estatal,Rural,Primaria,36,0,36,100.0
2024,Buenos Aires,AYACUCHO,Estatal,Rural,Secundaria,17,0,17,100.0
2024,Buenos Aires,AYACUCHO,Estatal,Urbano,Inicial,80,1,81,98.77
2024,Buenos Aires,AYACUCHO,Estatal,Urbano,Primaria,150,0,150,100.0
2024,Buenos Aires,AYACUCHO,Estatal,Urbano,Secundaria,113,2,115,98.26
2024,Buenos Aires,AZUL,Estatal,Rural,Inicial,13,0,13,100.0
2024,Buenos Aires,AZUL,Estatal,Rural,Primaria,15,0,15,100.0
2024,Buenos Aires,AZUL,Estatal,Rural,Secundaria,10,0,10,100.0
2024,Buenos Aires,AZUL,Estatal,Urbano,Inicial,223,0,223,100.0
2024,Buenos Aires,AZUL,Estatal,Urbano,Primaria,315,1,316,99.68
2024,Buenos Aires,AZUL,Estatal,Urbano,Secundaria,255,2,257,99.22
2024,Buenos Aires,AZUL,Privado,Urbano,Inicial,61,0,61,100.0
2024,Buenos Aires,AZUL,Privado,Urbano,Primaria,110,0,110,100.0
2024,Buenos Aires,AZUL,Privado,Urbano,Secundaria,52,0,52,100.0
2024,Buenos Aires,BAHIA BLANCA,Estatal,Rural,Inicial,3,0,3,100.0
2024,Buenos Aires,BAHIA BLANCA,Estatal,Rural,Primaria,26,0,26,100.0
2024,Buenos Aires,BAHIA BLANCA,Estatal,Urbano,Inicial,784,4,788,99.49
2024,Buenos Aires,BAHIA BLANCA,Estatal,Urbano,Primaria,1422,9,1431,99.37
2024,Buenos Aires,BAHIA BLANCA,Estatal,Urbano,Secundaria,991,22,1013,97.83
2024,Buenos Aires,BAHIA BLANCA,Privado,Urbano,Inicial,337,0,337,100.0
2024,Buenos Aires,BAHIA BLANCA,Privado,Urbano,Primaria,418,0,418,100.0
2024,Buenos Aires,BAHIA BLANCA,Privado,Urbano,Secundaria,223,0,223,100.0
2024,Buenos Aires,BALCARCE,Estatal,Rural,Inicial,11,0,11,100.0
2024,Buenos Aires,BALCARCE,Estatal,Rural,Primaria,34,0,34,100.0
2024,Buenos Aires,BALCARCE,Estatal,Rural,Secundaria,20,0,20,100.0
2024,Buenos Aires,BALCARCE,Estatal,Urbano,Inicial,157,1,158,99.37
2024,Buenos Aires,BALCARCE,Estatal,Urbano,Primaria,237,3,240,98.75
2024,Buenos Aires,BALCARCE,Estatal,Urbano,Secundaria,147,0,147,100.0
2024,Buenos Aires,BALCARCE,Privado,Rural,Inicial,5,0,5,100.0
2024,Buenos Aires,BALCARCE,Privado,Rural,Primaria,7,0,7,100.0
2024,Buenos Aires,BALCARCE,Privado,Rural,Secundaria,16,0,16,100.0
2024,Buenos Aires,BALCARCE,Privado,Urbano,Inicial,23,0,23,100.0
2024,Buenos Aires,BALCARCE,Privado,Urbano,Primaria,43,0,43,100.0
2024,Buenos Aires,BALCARCE,Privado,Urbano,Secundaria,8,0,8,100.0
2024,Buenos Aires,BARADERO,Estatal,Rural,Inicial,16,0,16,100.0
2024,Buenos Aires,BARADERO,Estatal,Rural,Primaria,51,0,51,100.0
2024,Buenos Aires,BARADERO,Estatal,Rural,Secundaria,34,0,34,100.0
2024,Buenos Aires,BARADERO,Estatal,Urbano,Inicial,148,0,148,100.0
2024,Buenos Aires,BARADERO,Estatal,Urbano,Primaria,212,0,212,100.0
2024,Buenos Aires,BARADERO,Estatal,Urbano,Secundaria,116,1,117,99.15
2024,Buenos Aires,BARADERO,Privado,Urbano,Inicial,19,0,19,100.0
2024,Buenos Aires,BARADERO,Privado,Urbano,Primaria,47,0,47,100.0
2024,Buenos Aires,BARADERO,Privado,Urbano,Secundaria,23,0,23,100.0
2024,Buenos Aires,BENITO JUAREZ,Estatal,Rural,Inicial,16,0,16,100.0
2024,Buenos Aires,BENITO JUAREZ,Estatal,Rural,Primaria,63,0,63,100.0
2024,Buenos Aires,BENITO JUAREZ,Estatal,Rural,Secundaria,14,1,15,93.33
2024,Buenos Aires,BENITO JUAREZ,Estatal,Urbano,Inicial,80,0,80,100.0
2024,Buenos Aires,BENITO JUAREZ,Estatal,Urbano,Primaria,111,0,111,100.0
2024,Buenos Aires,BENITO JUAREZ,Estatal,Urbano,Secundaria,122,0,122,100.0
2024,Buenos Aires,BERAZATEGUI,Estatal,Urbano,Inicial,802,10,812,98.77
2024,Buenos Aires,BERAZATEGUI,Estatal,Urbano,Primaria,1747,8,1755,99.54
2024,Buenos Aires,BERAZATEGUI,Estatal,Urbano,Secundaria,1080,12,1092,98.9
2024,Buenos Aires,BERAZATEGUI,Privado,Urbano,Inicial,367,0,367,100.0
2024,Buenos Aires,BERAZATEGUI,Privado,Urbano,Primaria,683,0,683,100.0
2024,Buenos Aires,BERAZATEGUI,Privado,Urbano,Secundaria,316,1,317,99.68
2024,Buenos Aires,BERISSO,Estatal,Urbano,Inicial,246,8,254,96.85
2024,Buenos Aires,BERISSO,Estatal,Urbano,Primaria,621,7,628,98.89
2024,Buenos Aires,BERISSO,Estatal,Urbano,Secundaria,295,4,299,98.66
2024,Buenos Aires,BERISSO,Privado,Urbano,Inicial,76,0,76,100.0
2024,Buenos Aires,BERISSO,Privado,Urbano,Primaria,110,0,110,100.0
2024,Buenos Aires,BERISSO,Privado,Urbano,Secundaria,50,0,50,100.0
2024,Buenos Aires,BOLIVAR,Estatal,Rural,Inicial,16,0,16,100.0
2024,Buenos Aires,BOLIVAR,Estatal,Rural,Primaria,31,0,31,100.0
2024,Buenos Aires,BOLIVAR,Estatal,Urbano,Inicial,100,0,100,100.0
2024,Buenos Aires,BOLIVAR,Estatal,Urbano,Primaria,217,8,225,96.44
2024,Buenos Aires,BOLIVAR,Privado,Urbano,Inicial,18,0,18,100.0
2024,Buenos Aires,BOLIVAR,Privado,Urbano,Primaria,32,0,32,100.0
2024,Buenos Aires,BOLIVAR,Privado,Urbano,Secundaria,15,0,15,100.0
2024,Buenos Aires,BRAGADO,Estatal,Rural,Inicial,16,1,17,94.12
2024,Buenos Aires,BRAGADO,Estatal,Rural,Primaria,36,0,36,100.0
2024,Buenos Aires,BRAGADO,Estatal,Rural,Secundaria,29,2,31,93.55
2024,Buenos Aires,BRAGADO,Estatal,Urbano,Inicial,136,1,137,99.27
2024,Buenos Aires,BRAGADO,Estatal,Urbano,Primaria,311,0,311,100.0
2024,Buenos Aires,BRAGADO,Estatal,Urbano,Secundaria,110,6,116,94.83
2024,Buenos Aires,BRAGADO,Privado,Urbano,Inicial,11,0,11,100.0
2024,Buenos Aires,BRAGADO,Privado,Urbano,Secundaria,27,0,27,100.0
2024,Buenos Aires,BRANDSEN,Estatal,Rural,Inicial,46,1,47,97.87
2024,Buenos Aires,BRANDSEN,Estatal,Rural,Primaria,86,0,86,100.0
2024,Buenos Aires,BRANDSEN,Estatal,Rural,Secundaria,44,1,45,97.78
2024,Buenos Aires,BRANDSEN,Estatal,Urbano,Inicial,95,0,95,100.0
2024,Buenos Aires,BRANDSEN,Estatal,Urbano,Primaria,174,1,175,99.43
2024,Buenos Aires,BRANDSEN,Estatal,Urbano,Secundaria,138,0,138,100.0
2024,Buenos Aires,BRANDSEN,Privado,Urbano,Inicial,24,0,24,100.0
2024,Buenos Aires,BRANDSEN,Privado,Urbano,Primaria,41,0,41,100.0
2024,Buenos Aires,BRANDSEN,Privado,Urbano,Secundaria,21,0,21,100.0
2024,Buenos Aires,CAMPANA,Estatal,Rural,Inicial,14,0,14,100.0
2024,Buenos Aires,CAMPANA,Estatal,Rural,Primaria,60,0,60,100.0
2024,Buenos Aires,CAMPANA,Estatal,Rural,Secundaria,46,0,46,100.0
2024,Buenos Aires,CAMPANA,Estatal,Urbano,Inicial,289,2,291,99.31
2024,Buenos Aires,CAMPANA,Estatal,Urbano,Primaria,714,3,717,99.58
2024,Buenos Aires,CAMPANA,Estatal,Urbano,Secundaria,356,5,361,98.61
2024,Buenos Aires,CAMPANA,Privado,Urbano,Inicial,168,0,168,100.0
2024,Buenos Aires,CAMPANA,Privado,Urbano,Primaria,190,1,191,99.48
2024,Buenos Aires,CAMPANA,Privado,Urbano,Secundaria,97,1,98,98.98
2024,Buenos Aires,CAÑUELAS,Estatal,Rural,Inicial,22,0,22,100.0
2024,Buenos Aires,CAÑUELAS,Estatal,Rural,Primaria,61,2,63,96.83
2024,Buenos Aires,CAÑUELAS,Estatal,Rural,Secundaria,15,0,15,100.0
2024,Buenos Aires,CAÑUELAS,Estatal,Urbano,Inicial,166,1,167,99.4
2024,Buenos Aires,CAÑUELAS,Estatal,Urbano,Primaria,470,3,473,99.37
2024,Buenos Aires,CAÑUELAS,Estatal,Urbano,Secundaria,203,2,205,99.02
2024,Buenos Aires,CAÑUELAS,Privado,Urbano,Inicial,51,0,51,100.0
2024,Buenos Aires,CAÑUELAS,Privado,Urbano,Primaria,84,0,84,100.0
2024,Buenos Aires,CAÑUELAS,Privado,Urbano,Secundaria,40,0,40,100.0
2024,Buenos Aires,CAPITAN SARMIENTO,Estatal,Rural,Inicial,5,0,5,100.0
2024,Buenos Aires,CAPITAN SARMIENTO,Estatal,Rural,Primaria,17,0,17,100.0
2024,Buenos Aires,CAPITAN SARMIENTO,Estatal,Rural,Secundaria,7,0,7,100.0
2024,Buenos Aires,CAPITAN SARMIENTO,Estatal,Urbano,Inicial,71,2,73,97.26
2024,Buenos Aires,CAPITAN SARMIENTO,Estatal,Urbano,Primaria,126,0,126,100.0
2024,Buenos Aires,CAPITAN SARMIENTO,Estatal,Urbano,Secundaria,90,3,93,96.77
2024,Buenos Aires,CARLOS CASARES,Estatal,Rural,Inicial,16,0,16,100.0
2024,Buenos Aires,CARLOS CASARES,Estatal,Rural,Primaria,41,0,41,100.0
2024,Buenos Aires,CARLOS CASARES,Estatal,Rural,Secundaria,35,2,37,94.59
2024,Buenos Aires,CARLOS CASARES,Estatal,Urbano,Inicial,95,0,95,100.0
2024,Buenos Aires,CARLOS CASARES,Estatal,Urbano,Primaria,136,1,137,99.27
2024,Buenos Aires,CARLOS TEJEDOR,Estatal,Rural,Inicial,20,0,20,100.0
2024,Buenos Aires,CARLOS TEJEDOR,Estatal,Rural,Primaria,35,0,35,100.0
2024,Buenos Aires,CARLOS TEJEDOR,Estatal,Rural,Secundaria,23,0,23,100.0
2024,Buenos Aires,CARLOS TEJEDOR,Estatal,Urbano,Inicial,59,5,64,92.19
2024,Buenos Aires,CARLOS TEJEDOR,Estatal,Urbano,Primaria,84,0,84,100.0
2024,Buenos Aires,CARLOS TEJEDOR,Estatal,Urbano,Secundaria,56,0,56,100.0
2024,Buenos Aires,CARMEN DE ARECO,Estatal,Rural,Inicial,9,0,9,100.0
2024,Buenos Aires,CARMEN DE ARECO,Estatal,Rural,Primaria,22,0,22,100.0
2024,Buenos Aires,CARMEN DE ARECO,Estatal,Rural,Secundaria,10,0,10,100.0
2024,Buenos Aires,CARMEN DE ARECO,Estatal,Urbano,Inicial,100,0,100,100.0
2024,Buenos Aires,CARMEN DE ARECO,Estatal,Urbano,Primaria,121,2,123,98.37
2024,Buenos Aires,CARMEN DE ARECO,Estatal,Urbano,Secundaria,67,0,67,100.0
2024,Buenos Aires,CASTELLI,Estatal,Rural,Inicial,4,0,4,100.0
2024,Buenos Aires,CASTELLI,Estatal,Rural,Primaria,15,0,15,100.0
2024,Buenos Aires,CASTELLI,Estatal,Urbano,Inicial,27,0,27,100.0
2024,Buenos Aires,CASTELLI,Estatal,Urbano,Primaria,31,4,35,88.57
2024,Buenos Aires,CHACABUCO,Estatal,Rural,Inicial,17,0,17,100.0
2024,Buenos Aires,CHACABUCO,Estatal,Rural,Primaria,67,0,67,100.0
2024,Buenos Aires,CHACABUCO,Estatal,Urbano,Inicial,141,0,141,100.0
2024,Buenos Aires,CHACABUCO,Estatal,Urbano,Primaria,265,1,266,99.62
2024,Buenos Aires,CHACABUCO,Estatal,Urbano,Secundaria,263,0,263,100.0
2024,Buenos Aires,CHACABUCO,Privado,Urbano,Inicial,41,0,41,100.0
2024,Buenos Aires,CHACABUCO,Privado,Urbano,Primaria,37,0,37,100.0
2024,Buenos Aires,CHASCOMUS,Estatal,Rural,Inicial,8,0,8,100.0
2024,Buenos Aires,CHASCOMUS,Estatal,Rural,Primaria,21,0,21,100.0
2024,Buenos Aires,CHASCOMUS,Estatal,Rural,Secundaria,8,0,8,100.0
2024,Buenos Aires,CHASCOMUS,Estatal,Urbano,Inicial,151,0,151,100.0
2024,Buenos Aires,CHASCOMUS,Estatal,Urbano,Primaria,263,1,264,99.62
2024,Buenos Aires,CHASCOMUS,Estatal,Urbano,Secundaria,125,2,127,98.43
2024,Buenos Aires,CHASCOMUS,Privado,Urbano,Inicial,32,0,32,100.0
2024,Buenos Aires,CHASCOMUS,Privado,Urbano,Primaria,38,0,38,100.0
2024,Buenos Aires,CHASCOMUS,Privado,Urbano,Secundaria,26,0,26,100.0
2024,Buenos Aires,CHIVILCOY,Estatal,Rural,Inicial,43,0,43,100.0
2024,Buenos Aires,CHIVILCOY,Estatal,Rural,Primaria,23,0,23,100.0
2024,Buenos Aires,CHIVILCOY,Estatal,Rural,Secundaria,7,0,7,100.0
2024,Buenos Aires,CHIVILCOY,Estatal,Urbano,Inicial,242,0,242,100.0
2024,Buenos Aires,CHIVILCOY,Estatal,Urbano,Primaria,520,6,526,98.86
2024,Buenos Aires,CHIVILCOY,Estatal,Urbano,Secundaria,225,0,225,100.0
2024,Buenos Aires,CHIVILCOY,Privado,Urbano,Inicial,52,0,52,100.0
2024,Buenos Aires,CHIVILCOY,Privado,Urbano,Primaria,77,0,77,100.0
2024,Buenos Aires,CHIVILCOY,Privado,Urbano,Secundaria,38,0,38,100.0
2024,Buenos Aires,COLON,Estatal,Rural,Inicial,4,0,4,100.0
2024,Buenos Aires,COLON,Estatal,Rural,Primaria,11,0,11,100.0
2024,Buenos Aires,COLON,Estatal,Rural,Secundaria,9,0,9,100.0
2024,Buenos Aires,COLON,Estatal,Urbano,Inicial,91,0,91,100.0
2024,Buenos Aires,COLON,Estatal,Urbano,Primaria,119,1,120,99.17
2024,Buenos Aires,COLON,Estatal,Urbano,Secundaria,79,1,80,98.75
2024,Buenos Aires,COLON,Privado,Urbano,Inicial,17,0,17,100.0
2024,Buenos Aires,COLON,Privado,Urbano,Primaria,41,0,41,100.0
2024,Buenos Aires,COLON,Privado,Urbano,Secundaria,14,0,14,100.0
2024,Buenos Aires,CORONEL DE MARINA L ROSALES,Estatal,Rural,Inicial,31,0,31,100.0
2024,Buenos Aires,CORONEL DE MARINA L ROSALES,Estatal,Rural,Primaria,48,0,48,100.0
2024,Buenos Aires,CORONEL DE MARINA L ROSALES,Estatal,Urbano,Inicial,177,0,177,100.0
2024,Buenos Aires,CORONEL DE MARINA L ROSALES,Estatal,Urbano,Primaria,377,4,381,98.95
2024,Buenos Aires,CORONEL DE MARINA L ROSALES,Estatal,Urbano,Secundaria,199,0,199,100.0
2024,Buenos Aires,CORONEL DE MARINA L ROSALES,Privado,Urbano,Inicial,22,0,22,100.0
2024,Buenos Aires,CORONEL DE MARINA L ROSALES,Privado,Urbano,Primaria,42,0,42,100.0
2024,Buenos Aires,CORONEL DE MARINA L ROSALES,Privado,Urbano,Secundaria,33,0,33,100.0
2024,Buenos Aires,CORONEL DORREGO,Estatal,Rural,Inicial,20,0,20,100.0
2024,Buenos Aires,CORONEL DORREGO,Estatal,Rural,Primaria,36,0,36,100.0
2024,Buenos Aires,CORONEL DORREGO,Estatal,Urbano,Inicial,50,0,50,100.0
2024,Buenos Aires,CORONEL DORREGO,Estatal,Urbano,Primaria,75,0,75,100.0
2024,Buenos Aires,CORONEL DORREGO,Estatal,Urbano,Secundaria,80,0,80,100.0
2024,Buenos Aires,CORONEL DORREGO,Privado,Urbano,Inicial,10,0,10,100.0
2024,Buenos Aires,CORONEL DORREGO,Privado,Urbano,Primaria,27,0,27,100.0
2024,Buenos Aires,CORONEL DORREGO,Privado,Urbano,Secundaria,15,0,15,100.0
2024,Buenos Aires,CORONEL PRINGLES,Estatal,Rural,Inicial,13,0,13,100.0
2024,Buenos Aires,CORONEL PRINGLES,Estatal,Rural,Primaria,21,1,22,95.45
2024,Buenos Aires,CORONEL PRINGLES,Estatal,Rural,Secundaria,7,1,8,87.5
2024,Buenos Aires,CORONEL PRINGLES,Estatal,Urbano,Inicial,104,0,104,100.0
2024,Buenos Aires,CORONEL PRINGLES,Estatal,Urbano,Primaria,145,1,146,99.32
2024,Buenos Aires,CORONEL PRINGLES,Estatal,Urbano,Secundaria,100,1,101,99.01
2024,Buenos Aires,CORONEL SUAREZ,Estatal,Rural,Inicial,19,0,19,100.0
2024,Buenos Aires,CORONEL SUAREZ,Estatal,Rural,Primaria,44,0,44,100.0
2024,Buenos Aires,CORONEL SUAREZ,Estatal,Rural,Secundaria,27,0,27,100.0
2024,Buenos Aires,CORONEL SUAREZ,Estatal,Urbano,Inicial,177,1,178,99.44
2024,Buenos Aires,CORONEL SUAREZ,Estatal,Urbano,Primaria,206,2,208,99.04
2024,Buenos Aires,CORONEL SUAREZ,Estatal,Urbano,Secundaria,162,1,163,99.39
2024,Buenos Aires,CORONEL SUAREZ,Privado,Urbano,Inicial,32,0,32,100.0
2024,Buenos Aires,CORONEL SUAREZ,Privado,Urbano,Primaria,43,0,43,100.0
2024,Buenos Aires,CORONEL SUAREZ,Privado,Urbano,Secundaria,28,0,28,100.0
2024,Buenos Aires,DAIREAUX,Estatal,Rural,Inicial,22,0,22,100.0
2024,Buenos Aires,DAIREAUX,Estatal,Rural,Primaria,51,0,51,100.0
2024,Buenos Aires,DAIREAUX,Estatal,Rural,Secundaria,24,2,26,92.31
2024,Buenos Aires,DAIREAUX,Estatal,Urbano,Inicial,46,4,50,92.0
2024,Buenos Aires,DAIREAUX,Estatal,Urbano,Primaria,99,0,99,100.0
2024,Buenos Aires,DOLORES,Estatal,Rural,Inicial,5,0,5,100.0
2024,Buenos Aires,DOLORES,Estatal,Rural,Primaria,16,0,16,100.0
2024,Buenos Aires,DOLORES,Estatal,Urbano,Inicial,89,0,89,100.0
2024,Buenos Aires,DOLORES,Estatal,Urbano,Primaria,143,0,143,100.0
2024,Buenos Aires,DOLORES,Estatal,Urbano,Secundaria,90,1,91,98.9
2024,Buenos Aires,Enmascarado,Estatal,Rural,Inicial,51,0,51,100.0
2024,Buenos Aires,Enmascarado,Estatal,Rural,Primaria,73,6,79,92.41
2024,Buenos Aires,Enmascarado,Estatal,Rural,Secundaria,25,3,28,89.29
2024,Buenos Aires,Enmascarado,Estatal,Urbano,Inicial,88,0,88,100.0
2024,Buenos Aires,Enmascarado,Estatal,Urbano,Primaria,72,0,72,100.0
2024,Buenos Aires,Enmascarado,Estatal,Urbano,Secundaria,36,0,36,100.0
2024,Buenos Aires,Enmascarado,Privado,Rural,Inicial,76,0,76,100.0
2024,Buenos Aires,Enmascarado,Privado,Rural,Primaria,167,0,167,100.0
2024,Buenos Aires,Enmascarado,Privado,Rural,Secundaria,323,0,323,100.0
2024,Buenos Aires,Enmascarado,Privado,Urbano,Inicial,255,0,255,100.0
2024,Buenos Aires,Enmascarado,Privado,Urbano,Primaria,513,0,513,100.0
2024,Buenos Aires,Enmascarado,Privado,Urbano,Secundaria,358,1,359,99.72
2024,Buenos Aires,ENSENADA,Estatal,Urbano,Inicial,212,2,214,99.07
2024,Buenos Aires,ENSENADA,Estatal,Urbano,Primaria,365,1,366,99.73
2024,Buenos Aires,ENSENADA,Estatal,Urbano,Secundaria,222,3,225,98.67
2024,Buenos Aires,ENSENADA,Privado,Urbano,Inicial,47,0,47,100.0
2024,Buenos Aires,ENSENADA,Privado,Urbano,Primaria,42,0,42,100.0
2024,Buenos Aires,ENSENADA,Privado,Urbano,Secundaria,54,0,54,100.0
2024,Buenos Aires,ESCOBAR,Estatal,Urbano,Inicial,476,2,478,99.58
2024,Buenos Aires,ESCOBAR,Estatal,Urbano,Primaria,1394,14,1408,99.01
2024,Buenos Aires,ESCOBAR,Estatal,Urbano,Secundaria,794,16,810,98.02
2024,Buenos Aires,ESCOBAR,Privado,Urbano,Inicial,439,0,439,100.0
2024,Buenos Aires,ESCOBAR,Privado,Urbano,Primaria,653,1,654,99.85
2024,Buenos Aires,ESCOBAR,Privado,Urbano,Secundaria,413,0,413,100.0
2024,Buenos Aires,ESTEBAN ECHEVERRIA,Estatal,Urbano,Inicial,658,13,671,98.06
2024,Buenos Aires,ESTEBAN ECHEVERRIA,Estatal,Urbano,Primaria,1370,5,1375,99.64
2024,Buenos Aires,ESTEBAN ECHEVERRIA,Estatal,Urbano,Secundaria,781,11,792,98.61
2024,Buenos Aires,ESTEBAN ECHEVERRIA,Privado,Urbano,Inicial,361,0,361,100.0
2024,Buenos Aires,ESTEBAN ECHEVERRIA,Privado,Urbano,Primaria,526,1,527,99.81
2024,Buenos Aires,ESTEBAN ECHEVERRIA,Privado,Urbano,Secundaria,303,2,305,99.34
2024,Buenos Aires,EXALTACION DE LA CRUZ,Estatal,Rural,Inicial,32,0,32,100.0
2024,Buenos Aires,EXALTACION DE LA CRUZ,Estatal,Rural,Primaria,71,1,72,98.61
2024,Buenos Aires,EXALTACION DE LA CRUZ,Estatal,Rural,Secundaria,29,0,29,100.0
2024,Buenos Aires,EXALTACION DE LA CRUZ,Estatal,Urbano,Inicial,87,0,87,100.0
2024,Buenos Aires,EXALTACION DE LA CRUZ,Estatal,Urbano,Primaria,144,0,144,100.0
2024,Buenos Aires,EXALTACION DE LA CRUZ,Estatal,Urbano,Secundaria,79,0,79,100.0
2024,Buenos Aires,EXALTACION DE LA CRUZ,Privado,Urbano,Inicial,19,0,19,100.0
2024,Buenos Aires,EXALTACION DE LA CRUZ,Privado,Urbano,Primaria,43,0,43,100.0
2024,Buenos Aires,EXALTACION DE LA CRUZ,Privado,Urbano,Secundaria,35,0,35,100.0
2024,Buenos Aires,EZEIZA,Estatal,Urbano,Inicial,477,8,485,98.35
2024,Buenos Aires,EZEIZA,Estatal,Urbano,Primaria,1130,20,1150,98.26
2024,Buenos Aires,EZEIZA,Estatal,Urbano,Secundaria,414,11,425,97.41
2024,Buenos Aires,EZEIZA,Privado,Urbano,Inicial,179,0,179,100.0
2024,Buenos Aires,EZEIZA,Privado,Urbano,Primaria,305,0,305,100.0
2024,Buenos Aires,EZEIZA,Privado,Urbano,Secundaria,150,0,150,100.0
2024,Buenos Aires,FLORENCIO VARELA,Estatal,Rural,Inicial,17,0,17,100.0
2024,Buenos Aires,FLORENCIO VARELA,Estatal,Rural,Primaria,71,0,71,100.0
2024,Buenos Aires,FLORENCIO VARELA,Estatal,Rural,Secundaria,48,0,48,100.0
2024,Buenos Aires,FLORENCIO VARELA,Estatal,Urbano,Inicial,769,30,799,96.25
2024,Buenos Aires,FLORENCIO VARELA,Estatal,Urbano,Primaria,2182,23,2205,98.96
2024,Buenos Aires,FLORENCIO VARELA,Estatal,Urbano,Secundaria,1071,17,1088,98.44
