anio,provincia,departamento,sector,ambito,nivel,matricula_inicial,promovidos,no_promovidos,salidos_sin_pase,ultimo_anio_inscripto,tasa_repitencia,tasa_abandono,tasa_promocion_ef
2024,Buenos Aires,SAN ISIDRO,Privado,Urbano,Primaria,15486,15297,26,0,15413,0.17,0.0,99.25
2024,Buenos Aires,SAN ISIDRO,Privado,Urbano,Secundaria,16979,11401,588,4,16943,3.46,0.02,67.29
2024,Buenos Aires,SAN MIGUEL,Estatal,Urbano,Primaria,18451,17540,552,40,18388,2.99,0.22,95.39
2024,Buenos Aires,SAN MIGUEL,Estatal,Urbano,Secundaria,20554,10799,3615,110,20366,17.59,0.54,53.02
2024,Buenos Aires,SAN MIGUEL,Privado,Urbano,Primaria,16165,15969,43,3,16121,0.27,0.02,99.06
2024,Buenos Aires,SAN MIGUEL,Privado,Urbano,Secundaria,15043,9469,1027,17,14963,6.83,0.11,63.28
2024,Buenos Aires,SAN NICOLAS,Estatal,Rural,Primaria,70,67,0,0,67,0.0,0.0,100.0
2024,Buenos Aires,SAN NICOLAS,Estatal,Urbano,Primaria,9680,9254,185,3,9640,1.91,0.03,96.0
2024,Buenos Aires,SAN NICOLAS,Estatal,Urbano,Secundaria,9650,4302,1683,19,9589,17.44,0.2,44.86
2024,Buenos Aires,SAN NICOLAS,Privado,Urbano,Primaria,5283,5148,11,0,5264,0.21,0.0,97.8
2024,Buenos Aires,SAN NICOLAS,Privado,Urbano,Secundaria,5090,3605,199,4,5078,3.91,0.08,70.99
2024,Buenos Aires,SAN PEDRO,Estatal,Rural,Primaria,1425,1403,5,0,1420,0.35,0.0,98.8
2024,Buenos Aires,SAN PEDRO,Estatal,Rural,Secundaria,463,244,110,2,456,23.76,0.43,53.51
2024,Buenos Aires,SAN PEDRO,Estatal,Urbano,Primaria,5058,4936,67,0,5022,1.32,0.0,98.29
2024,Buenos Aires,SAN PEDRO,Estatal,Urbano,Secundaria,5597,3248,965,31,5533,17.24,0.55,58.7
2024,Buenos Aires,SAN PEDRO,Privado,Urbano,Primaria,1037,1031,0,0,1031,0.0,0.0,100.0
2024,Buenos Aires,SAN PEDRO,Privado,Urbano,Secundaria,995,813,31,2,987,3.12,0.2,82.37
2024,Buenos Aires,SAN VICENTE,Estatal,Rural,Primaria,693,676,28,0,705,4.04,0.0,95.89
2024,Buenos Aires,SAN VICENTE,Estatal,Rural,Secundaria,533,346,59,0,526,11.07,0.0,65.78
2024,Buenos Aires,SAN VICENTE,Estatal,Urbano,Primaria,9890,9637,229,1,9949,2.32,0.01,96.86
2024,Buenos Aires,SAN VICENTE,Estatal,Urbano,Secundaria,8833,5591,1143,4,8591,12.94,0.05,65.08
2024,Buenos Aires,SAN VICENTE,Privado,Urbano,Primaria,1471,1457,5,0,1480,0.34,0.0,98.45
2024,Buenos Aires,SAN VICENTE,Privado,Urbano,Secundaria,994,812,20,0,992,2.01,0.0,81.85
2024,Buenos Aires,SUIPACHA,Estatal,Rural,Primaria,109,98,9,0,108,8.26,0.0,90.74
2024,Buenos Aires,SUIPACHA,Estatal,Rural,Secundaria,78,57,21,0,78,26.92,0.0,73.08
2024,Buenos Aires,SUIPACHA,Estatal,Urbano,Primaria,614,577,13,0,601,2.12,0.0,96.01
2024,Buenos Aires,SUIPACHA,Estatal,Urbano,Secundaria,603,351,109,1,588,18.08,0.17,59.69
2024,Buenos Aires,SUIPACHA,Privado,Urbano,Primaria,417,397,4,0,415,0.96,0.0,95.66
2024,Buenos Aires,SUIPACHA,Privado,Urbano,Secundaria,428,207,12,1,424,2.8,0.23,48.82
2024,Buenos Aires,TANDIL,Estatal,Rural,Primaria,903,849,15,0,904,1.66,0.0,93.92
2024,Buenos Aires,TANDIL,Estatal,Rural,Secundaria,856,506,99,2,854,11.57,0.23,59.25
2024,Buenos Aires,TANDIL,Estatal,Urbano,Primaria,7342,6466,316,2,7287,4.3,0.03,88.73
2024,Buenos Aires,TANDIL,Estatal,Urbano,Secundaria,7683,4945,722,20,7580,9.4,0.26,65.24
2024,Buenos Aires,TANDIL,Privado,Urbano,Primaria,4348,4293,4,1,4342,0.09,0.02,98.87
2024,Buenos Aires,TANDIL,Privado,Urbano,Secundaria,3436,2807,40,0,3416,1.16,0.0,82.17
2024,Buenos Aires,TAPALQUE,Estatal,Rural,Primaria,150,149,8,0,162,5.33,0.0,91.98
2024,Buenos Aires,TAPALQUE,Estatal,Rural,Secundaria,47,40,0,1,42,0.0,2.13,95.24
2024,Buenos Aires,TAPALQUE,Estatal,Urbano,Primaria,736,703,22,0,725,2.99,0.0,96.97
2024,Buenos Aires,TAPALQUE,Estatal,Urbano,Secundaria,820,452,100,1,806,12.2,0.12,56.08
2024,Buenos Aires,TIGRE,Estatal,Rural,Primaria,482,459,14,0,478,2.9,0.0,96.03
2024,Buenos Aires,TIGRE,Estatal,Rural,Secundaria,367,211,58,3,357,15.8,0.82,59.1
2024,Buenos Aires,TIGRE,Estatal,Urbano,Primaria,24869,23409,808,31,24871,3.25,0.12,94.12
2024,Buenos Aires,TIGRE,Estatal,Urbano,Secundaria,25456,15169,4370,108,25387,17.17,0.42,59.75
2024,Buenos Aires,TIGRE,Privado,Urbano,Primaria,18095,17574,34,1,17994,0.19,0.01,97.67
2024,Buenos Aires,TIGRE,Privado,Urbano,Secundaria,16299,11309,663,10,16147,4.07,0.06,70.04
2024,Buenos Aires,TORDILLO,Estatal,Rural,Primaria,231,223,3,0,226,1.3,0.0,98.67
2024,Buenos Aires,TORDILLO,Estatal,Rural,Secundaria,196,139,0,0,195,0.0,0.0,71.28
2024,Buenos Aires,TORNQUIST,Estatal,Rural,Primaria,351,333,6,0,343,1.71,0.0,97.08
2024,Buenos Aires,TORNQUIST,Estatal,Rural,Secundaria,273,146,57,1,274,20.88,0.37,53.28
2024,Buenos Aires,TORNQUIST,Estatal,Urbano,Primaria,739,677,24,0,738,3.25,0.0,91.73
2024,Buenos Aires,TORNQUIST,Estatal,Urbano,Secundaria,742,399,145,10,693,19.54,1.35,57.58
2024,Buenos Aires,TRENQUE LAUQUEN,Estatal,Rural,Primaria,428,385,13,0,405,3.04,0.0,95.06
2024,Buenos Aires,TRENQUE LAUQUEN,Estatal,Rural,Secundaria,97,68,12,0,92,12.37,0.0,73.91
2024,Buenos Aires,TRENQUE LAUQUEN,Estatal,Urbano,Primaria,2898,2727,85,0,2911,2.93,0.0,93.68
2024,Buenos Aires,TRENQUE LAUQUEN,Estatal,Urbano,Secundaria,3090,2010,459,7,3037,14.85,0.23,66.18
2024,Buenos Aires,TRENQUE LAUQUEN,Privado,Urbano,Primaria,1353,1337,6,0,1347,0.44,0.0,99.26
2024,Buenos Aires,TRENQUE LAUQUEN,Privado,Urbano,Secundaria,1138,694,70,0,1136,6.15,0.0,61.09
2024,Buenos Aires,TRES ARROYOS,Estatal,Rural,Primaria,456,424,8,1,458,1.75,0.22,92.58
2024,Buenos Aires,TRES ARROYOS,Estatal,Rural,Secundaria,306,167,49,16,290,16.01,5.23,57.59
2024,Buenos Aires,TRES ARROYOS,Estatal,Urbano,Primaria,3500,3292,83,2,3475,2.37,0.06,94.73
2024,Buenos Aires,TRES ARROYOS,Estatal,Urbano,Secundaria,3585,1626,569,35,3426,15.87,0.98,47.46
2024,Buenos Aires,TRES ARROYOS,Privado,Urbano,Primaria,1596,1591,1,0,1602,0.06,0.0,99.31
2024,Buenos Aires,TRES ARROYOS,Privado,Urbano,Secundaria,1040,851,38,2,1028,3.65,0.19,82.78
2024,Buenos Aires,TRES DE FEBRERO,Estatal,Urbano,Primaria,12244,11216,487,4,12198,3.98,0.03,91.95
2024,Buenos Aires,TRES DE FEBRERO,Estatal,Urbano,Secundaria,14067,6887,2850,61,13796,20.26,0.43,49.92
2024,Buenos Aires,TRES DE FEBRERO,Privado,Urbano,Primaria,13449,13033,79,0,13396,0.59,0.0,97.29
2024,Buenos Aires,TRES DE FEBRERO,Privado,Urbano,Secundaria,11734,8446,828,6,11653,7.06,0.05,72.48
2024,Buenos Aires,TRES LOMAS,Estatal,Rural,Primaria,64,63,0,0,63,0.0,0.0,100.0
2024,Buenos Aires,TRES LOMAS,Estatal,Rural,Secundaria,110,102,3,1,106,2.73,0.91,96.23
2024,Buenos Aires,TRES LOMAS,Estatal,Urbano,Primaria,679,672,7,0,679,1.03,0.0,98.97
2024,Buenos Aires,TRES LOMAS,Estatal,Urbano,Secundaria,724,619,37,3,707,5.11,0.41,87.55
2024,Buenos Aires,VICENTE LOPEZ,Estatal,Urbano,Primaria,5413,5185,102,1,5379,1.88,0.02,96.39
2024,Buenos Aires,VICENTE LOPEZ,Estatal,Urbano,Secundaria,6438,3047,1067,136,6208,16.57,2.11,49.08
2024,Buenos Aires,VICENTE LOPEZ,Privado,Urbano,Primaria,13475,13247,27,2,13445,0.2,0.01,98.53
2024,Buenos Aires,VICENTE LOPEZ,Privado,Urbano,Secundaria,14168,10518,516,5,14135,3.64,0.04,74.41
2024,Buenos Aires,VILLA GESELL,Estatal,Urbano,Primaria,2482,2312,122,2,2492,4.92,0.08,92.78
2024,Buenos Aires,VILLA GESELL,Estatal,Urbano,Secundaria,2614,1555,526,0,2633,20.12,0.0,59.06
2024,Buenos Aires,VILLA GESELL,Privado,Urbano,Primaria,1574,1504,3,0,1572,0.19,0.0,95.67
2024,Buenos Aires,VILLA GESELL,Privado,Urbano,Secundaria,1539,1004,27,0,1507,1.75,0.0,66.62
2024,Buenos Aires,VILLARINO,Estatal,Rural,Primaria,461,435,9,0,456,1.95,0.0,95.39
2024,Buenos Aires,VILLARINO,Estatal,Rural,Secundaria,338,197,39,3,323,11.54,0.89,60.99
2024,Buenos Aires,VILLARINO,Estatal,Urbano,Primaria,2493,2219,92,22,2417,3.69,0.88,91.81
2024,Buenos Aires,VILLARINO,Estatal,Urbano,Secundaria,2555,1560,478,54,2502,18.71,2.11,62.35
2024,Buenos Aires,ZARATE,Estatal,Rural,Primaria,929,930,0,0,934,0.0,0.0,99.57
2024,Buenos Aires,ZARATE,Estatal,Rural,Secundaria,909,674,81,0,904,8.91,0.0,74.56
2024,Buenos Aires,ZARATE,Estatal,Urbano,Primaria,9469,9327,100,0,9468,1.06,0.0,98.51
2024,Buenos Aires,ZARATE,Estatal,Urbano,Secundaria,10117,6511,1326,36,10052,13.11,0.36,64.77
2024,Buenos Aires,ZARATE,Privado,Urbano,Primaria,3434,3358,1,0,3359,0.03,0.0,99.97
2024,Buenos Aires,ZARATE,Privado,Urbano,Secundaria,2699,2080,13,3,2661,0.48,0.11,78.17
2024,Catamarca,AMBATO,Estatal,Rural,Primaria,385,360,15,0,385,3.9,0.0,93.51
2024,Catamarca,AMBATO,Estatal,Rural,Secundaria,337,168,50,4,337,14.84,1.19,49.85
2024,Catamarca,ANCASTI,Estatal,Rural,Primaria,259,225,12,2,254,4.63,0.77,88.58
2024,Catamarca,ANCASTI,Estatal,Rural,Secundaria,205,169,6,2,203,2.93,0.98,83.25
2024,Catamarca,ANDALGALA,Estatal,Rural,Primaria,571,487,4,2,570,0.7,0.35,85.44
2024,Catamarca,ANDALGALA,Estatal,Rural,Secundaria,539,254,68,11,530,12.62,2.04,47.92
2024,Catamarca,ANDALGALA,Estatal,Urbano,Primaria,894,770,6,0,894,0.67,0.0,86.13
2024,Catamarca,ANDALGALA,Estatal,Urbano,Secundaria,1121,562,223,8,1116,19.89,0.71,50.36
2024,Catamarca,ANTOFAGASTA DE LA SIERRA,Estatal,Rural,Primaria,181,131,13,0,182,7.18,0.0,71.98
2024,Catamarca,ANTOFAGASTA DE LA SIERRA,Estatal,Rural,Secundaria,148,49,9,1,145,6.08,0.68,33.79
2024,Catamarca,BELEN,Estatal,Rural,Primaria,1290,1239,17,56,1285,1.32,4.34,96.42
2024,Catamarca,BELEN,Estatal,Rural,Secundaria,1253,904,182,13,1235,14.53,1.04,73.2
2024,Catamarca,BELEN,Estatal,Urbano,Primaria,1459,1431,15,2,1446,1.03,0.14,98.96
2024,Catamarca,BELEN,Estatal,Urbano,Secundaria,1624,882,171,38,1564,10.53,2.34,56.39
2024,Catamarca,CAPAYAN,Estatal,Rural,Primaria,924,855,15,0,916,1.62,0.0,93.34
2024,Catamarca,CAPAYAN,Estatal,Rural,Secundaria,744,497,97,10,737,13.04,1.34,67.44
2024,Catamarca,CAPAYAN,Estatal,Urbano,Primaria,699,626,2,0,699,0.29,0.0,89.56
2024,Catamarca,CAPAYAN,Estatal,Urbano,Secundaria,618,320,107,3,617,17.31,0.49,51.86
2024,Catamarca,CAPITAL,Estatal,Urbano,Primaria,11463,9660,270,7,11459,2.36,0.06,84.3
2024,Catamarca,CAPITAL,Estatal,Urbano,Secundaria,11140,4766,2394,101,11035,21.49,0.91,43.19
2024,Catamarca,CAPITAL,Privado,Urbano,Primaria,7193,7042,5,0,7174,0.07,0.0,98.16
2024,Catamarca,CAPITAL,Privado,Urbano,Secundaria,6264,4471,277,26,6231,4.42,0.42,71.75
2024,Catamarca,EL ALTO,Estatal,Rural,Primaria,567,529,17,2,561,3.0,0.35,94.3
2024,Catamarca,EL ALTO,Estatal,Rural,Secundaria,577,382,46,7,567,7.97,1.21,67.37
2024,Catamarca,Enmascarado,Privado,Urbano,Primaria,2026,1968,2,1,2025,0.1,0.05,97.19
2024,Catamarca,Enmascarado,Privado,Urbano,Secundaria,2580,1739,169,3,2595,6.55,0.12,67.01
2024,Catamarca,FRAY MAMERTO ESQUIU,Estatal,Rural,Primaria,85,76,1,0,89,1.18,0.0,85.39
2024,Catamarca,FRAY MAMERTO ESQUIU,Estatal,Rural,Secundaria,350,214,24,14,337,6.86,4.0,63.5
2024,Catamarca,FRAY MAMERTO ESQUIU,Estatal,Urbano,Primaria,1084,1007,9,0,1084,0.83,0.0,92.9
2024,Catamarca,FRAY MAMERTO ESQUIU,Estatal,Urbano,Secundaria,725,358,38,10,705,5.24,1.38,50.78
2024,Catamarca,LA PAZ,Estatal,Rural,Primaria,911,831,42,1,904,4.61,0.11,91.92
2024,Catamarca,LA PAZ,Estatal,Rural,Secundaria,860,618,24,103,851,2.79,11.98,72.62
2024,Catamarca,LA PAZ,Estatal,Urbano,Primaria,1710,1642,13,1,1699,0.76,0.06,96.65
2024,Catamarca,LA PAZ,Estatal,Urbano,Secundaria,1362,950,167,39,1314,12.26,2.86,72.3
2024,Catamarca,PACLIN,Estatal,Rural,Primaria,397,377,4,0,402,1.01,0.0,93.78
2024,Catamarca,PACLIN,Estatal,Rural,Secundaria,387,271,39,6,378,10.08,1.55,71.69
2024,Catamarca,POMAN,Estatal,Rural,Primaria,535,513,13,0,528,2.43,0.0,97.16
2024,Catamarca,POMAN,Estatal,Rural,Secundaria,435,356,45,7,416,10.34,1.61,85.58
2024,Catamarca,POMAN,Estatal,Urbano,Primaria,544,517,8,0,544,1.47,0.0,95.04
2024,Catamarca,POMAN,Estatal,Urbano,Secundaria,533,379,46,16,523,8.63,3.0,72.47
2024,Catamarca,SANTA MARIA,Estatal,Rural,Primaria,576,537,11,1,577,1.91,0.17,93.07
2024,Catamarca,SANTA MARIA,Estatal,Rural,Secundaria,586,403,71,9,585,12.12,1.54,68.89
2024,Catamarca,SANTA MARIA,Estatal,Urbano,Primaria,1617,1459,4,1,1621,0.25,0.06,90.01
2024,Catamarca,SANTA MARIA,Estatal,Urbano,Secundaria,1791,991,189,23,1755,10.55,1.28,56.47
2024,Catamarca,SANTA ROSA,Estatal,Rural,Primaria,793,717,19,0,778,2.4,0.0,92.16
2024,Catamarca,SANTA ROSA,Estatal,Rural,Secundaria,1084,701,118,33,1035,10.89,3.04,67.73
2024,Catamarca,SANTA ROSA,Estatal,Urbano,Primaria,600,592,6,0,605,1.0,0.0,97.85
2024,Catamarca,SANTA ROSA,Estatal,Urbano,Secundaria,380,183,56,16,362,14.74,4.21,50.55
2024,Catamarca,TINOGASTA,Estatal,Rural,Primaria,747,732,7,44,746,0.94,5.89,98.12
2024,Catamarca,TINOGASTA,Estatal,Rural,Secundaria,581,374,78,0,574,13.43,0.0,65.16
2024,Catamarca,TINOGASTA,Estatal,Urbano,Primaria,1532,1372,17,1,1490,1.11,0.07,92.08
2024,Catamarca,TINOGASTA,Estatal,Urbano,Secundaria,1745,1244,117,60,1669,6.7,3.44,74.54
2024,Catamarca,VALLE VIEJO,Estatal,Rural,Primaria,158,140,2,0,155,1.27,0.0,90.32
2024,Catamarca,VALLE VIEJO,Estatal,Rural,Secundaria,442,272,61,260,435,13.8,58.82,62.53
2024,Catamarca,VALLE VIEJO,Estatal,Urbano,Primaria,2453,2197,71,2,2434,2.89,0.08,90.26
2024,Catamarca,VALLE VIEJO,Estatal,Urbano,Secundaria,1872,949,341,61,1780,18.22,3.26,53.31
2024,Chaco,1§ DE MAYO,Estatal,Rural,Primaria,711,680,1,5,681,0.14,0.7,99.85
2024,Chaco,1§ DE MAYO,Estatal,Rural,Secundaria,540,347,55,11,515,10.19,2.04,67.38
2024,Chaco,1§ DE MAYO,Estatal,Urbano,Primaria,829,758,0,8,758,0.0,0.97,100.0
2024,Chaco,1§ DE MAYO,Estatal,Urbano,Secundaria,683,464,130,3,689,19.03,0.44,67.34
2024,Chaco,12 DE OCTUBRE,Estatal,Rural,Primaria,601,595,5,1,610,0.83,0.17,97.54
2024,Chaco,12 DE OCTUBRE,Estatal,Rural,Secundaria,286,219,39,13,269,13.64,4.55,81.41
2024,Chaco,12 DE OCTUBRE,Estatal,Urbano,Primaria,1896,1841,31,2,1940,1.64,0.11,94.9
2024,Chaco,12 DE OCTUBRE,Estatal,Urbano,Secundaria,1906,1007,617,12,1893,32.37,0.63,53.2
2024,Chaco,12 DE OCTUBRE,Privado,Urbano,Primaria,319,318,0,0,318,0.0,0.0,100.0
2024,Chaco,12 DE OCTUBRE,Privado,Urbano,Secundaria,447,313,55,0,442,12.3,0.0,70.81
2024,Chaco,2 DE ABRIL,Estatal,Rural,Primaria,110,111,0,2,111,0.0,1.82,100.0
2024,Chaco,2 DE ABRIL,Estatal,Rural,Secundaria,72,55,10,2,72,13.89,2.78,76.39
2024,Chaco,2 DE ABRIL,Estatal,Urbano,Primaria,572,587,0,0,587,0.0,0.0,100.0
2024,Chaco,2 DE ABRIL,Estatal,Urbano,Secundaria,471,293,71,14,449,15.07,2.97,65.26
2024,Chaco,25 DE MAYO,Estatal,Rural,Primaria,1487,1415,72,1,1508,4.84,0.07,93.83
2024,Chaco,25 DE MAYO,Estatal,Rural,Secundaria,651,427,129,19,630,19.82,2.92,67.78
2024,Chaco,25 DE MAYO,Estatal,Urbano,Primaria,3077,2946,102,0,3061,3.31,0.0,96.24
2024,Chaco,25 DE MAYO,Estatal,Urbano,Secundaria,2706,1759,678,60,2654,25.06,2.22,66.28
2024,Chaco,9 DE JULIO,Estatal,Rural,Primaria,526,522,6,0,528,1.14,0.0,98.86
2024,Chaco,9 DE JULIO,Estatal,Urbano,Primaria,3148,3076,26,0,3119,0.83,0.0,98.62
2024,Chaco,9 DE JULIO,Estatal,Urbano,Secundaria,2603,1608,700,23,2557,26.89,0.88,62.89
2024,Chaco,ALMIRANTE BROWN,Estatal,Rural,Primaria,558,580,20,0,601,3.58,0.0,96.51
2024,Chaco,ALMIRANTE BROWN,Estatal,Rural,Secundaria,194,165,21,4,190,10.82,2.06,86.84
2024,Chaco,ALMIRANTE BROWN,Estatal,Urbano,Primaria,4376,4220,63,6,4351,1.44,0.14,96.99
2024,Chaco,ALMIRANTE BROWN,Estatal,Urbano,Secundaria,3116,2355,306,38,3104,9.82,1.22,75.87
2024,Chaco,ALMIRANTE BROWN,Privado,Urbano,Primaria,383,341,12,3,374,3.13,0.78,91.18
2024,Chaco,ALMIRANTE BROWN,Privado,Urbano,Secundaria,1050,701,36,8,1044,3.43,0.76,67.15
2024,Chaco,BERMEJO,Estatal,Rural,Primaria,1064,1049,12,0,1073,1.13,0.0,97.76
2024,Chaco,BERMEJO,Estatal,Rural,Secundaria,883,627,99,8,860,11.21,0.91,72.91
2024,Chaco,BERMEJO,Estatal,Urbano,Primaria,2186,2120,7,0,2171,0.32,0.0,97.65
2024,Chaco,BERMEJO,Estatal,Urbano,Secundaria,1783,1209,353,23,1769,19.8,1.29,68.34
2024,Chaco,BERMEJO,Privado,Rural,Primaria,56,49,0,0,49,0.0,0.0,100.0
2024,Chaco,BERMEJO,Privado,Rural,Secundaria,234,151,35,10,209,14.96,4.27,72.25
2024,Chaco,CHACABUCO,Estatal,Rural,Primaria,381,381,1,3,382,0.26,0.79,99.74
2024,Chaco,CHACABUCO,Estatal,Rural,Secundaria,123,127,3,0,130,2.44,0.0,97.69
2024,Chaco,CHACABUCO,Estatal,Urbano,Primaria,3140,3022,48,0,3152,1.53,0.0,95.88
2024,Chaco,CHACABUCO,Estatal,Urbano,Secundaria,3093,1680,858,68,3046,27.74,2.2,55.15
2024,Chaco,COMANDANTE FERNANDEZ,Estatal,Rural,Primaria,688,628,37,0,679,5.38,0.0,92.49
2024,Chaco,COMANDANTE FERNANDEZ,Estatal,Urbano,Primaria,9415,9032,155,46,9351,1.65,0.49,96.59
2024,Chaco,COMANDANTE FERNANDEZ,Estatal,Urbano,Secundaria,7921,3986,1964,84,7806,24.79,1.06,51.06
2024,Chaco,COMANDANTE FERNANDEZ,Privado,Urbano,Primaria,2948,2860,22,1,2917,0.75,0.03,98.05
2024,Chaco,COMANDANTE FERNANDEZ,Privado,Urbano,Secundaria,3390,2836,239,9,3398,7.05,0.27,83.46
2024,Chaco,Enmascarado,Privado,Rural,Primaria,140,149,0,0,149,0.0,0.0,100.0
2024,Chaco,Enmascarado,Privado,Rural,Secundaria,344,218,31,14,311,9.01,4.07,70.1
2024,Chaco,Enmascarado,Privado,Urbano,Primaria,1723,1705,7,1,1712,0.41,0.06,99.59
2024,Chaco,Enmascarado,Privado,Urbano,Secundaria,2259,1725,121,18,2226,5.36,0.8,77.49
2024,Chaco,FRAY JUSTO SANTA MARIA DE ORO,Estatal,Rural,Primaria,193,187,2,0,189,1.04,0.0,98.94
2024,Chaco,FRAY JUSTO SANTA MARIA DE ORO,Estatal,Rural,Secundaria,229,198,25,8,227,10.92,3.49,87.22
2024,Chaco,FRAY JUSTO SANTA MARIA DE ORO,Estatal,Urbano,Primaria,803,767,8,14,797,1.0,1.74,96.24
2024,Chaco,FRAY JUSTO SANTA MARIA DE ORO,Estatal,Urbano,Secundaria,630,410,141,25,632,22.38,3.97,64.87
2024,Chaco,FRAY JUSTO SANTA MARIA DE ORO,Privado,Urbano,Primaria,225,225,1,0,226,0.44,0.0,99.56
2024,Chaco,FRAY JUSTO SANTA MARIA DE ORO,Privado,Urbano,Secundaria,301,246,22,0,299,7.31,0.0,82.27
2024,Chaco,GENERAL BELGRANO,Estatal,Rural,Primaria,45,52,1,0,53,2.22,0.0,98.11
2024,Chaco,GENERAL BELGRANO,Estatal,Urbano,Primaria,1902,1791,31,0,1882,1.63,0.0,95.16
2024,Chaco,GENERAL BELGRANO,Estatal,Urbano,Secundaria,1400,932,321,45,1367,22.93,3.21,68.18
2024,Chaco,GENERAL DONOVAN,Estatal,Rural,Primaria,291,296,0,3,296,0.0,1.03,100.0
2024,Chaco,GENERAL DONOVAN,Estatal,Rural,Secundaria,139,78,18,0,135,12.95,0.0,57.78
2024,Chaco,GENERAL DONOVAN,Estatal,Urbano,Primaria,1418,1402,1,4,1403,0.07,0.28,99.93
2024,Chaco,GENERAL DONOVAN,Estatal,Urbano,Secundaria,1222,904,115,25,1192,9.41,2.05,75.84
2024,Chaco,GENERAL GUEMES,Estatal,Rural,Primaria,7210,6708,250,68,7095,3.47,0.94,94.55
2024,Chaco,GENERAL GUEMES,Estatal,Rural,Secundaria,3433,2447,380,148,3334,11.07,4.31,73.4
2024,Chaco,GENERAL GUEMES,Estatal,Urbano,Primaria,5559,5190,190,49,5487,3.42,0.88,94.59
2024,Chaco,GENERAL GUEMES,Estatal,Urbano,Secundaria,4319,2546,1266,127,4204,29.31,2.94,60.56
2024,Chaco,GENERAL GUEMES,Privado,Rural,Primaria,187,149,22,8,179,11.76,4.28,83.24
2024,Chaco,GENERAL GUEMES,Privado,Rural,Secundaria,465,393,49,7,461,10.54,1.51,85.25
2024,Chaco,GENERAL GUEMES,Privado,Urbano,Primaria,1231,1216,14,0,1230,1.14,0.0,98.86
2024,Chaco,GENERAL GUEMES,Privado,Urbano,Secundaria,1264,1036,95,4,1269,7.52,0.32,81.64
2024,Chaco,INDEPENDENCIA,Estatal,Rural,Primaria,472,473,2,1,475,0.42,0.21,99.58
2024,Chaco,INDEPENDENCIA,Estatal,Rural,Secundaria,259,213,15,25,229,5.79,9.65,93.01
2024,Chaco,INDEPENDENCIA,Estatal,Urbano,Primaria,2823,2670,83,44,2753,2.94,1.56,96.99
2024,Chaco,INDEPENDENCIA,Estatal,Urbano,Secundaria,2367,1387,639,29,2350,27.0,1.23,59.02
2024,Chaco,LIBERTAD,Estatal,Rural,Primaria,268,274,0,0,274,0.0,0.0,100.0
2024,Chaco,LIBERTAD,Estatal,Rural,Secundaria,178,135,22,3,163,12.36,1.69,82.82
2024,Chaco,LIBERTAD,Estatal,Urbano,Primaria,1255,1213,1,0,1242,0.08,0.0,97.67
2024,Chaco,LIBERTAD,Estatal,Urbano,Secundaria,1132,958,42,9,1153,3.71,0.8,83.09
2024,Chaco,LIBERTADOR GENERAL SAN MARTIN,Estatal,Rural,Primaria,3689,3384,106,85,3645,2.87,2.3,92.84
2024,Chaco,LIBERTADOR GENERAL SAN MARTIN,Estatal,Rural,Secundaria,1357,1044,96,73,1249,7.07,5.38,83.59
2024,Chaco,LIBERTADOR GENERAL SAN MARTIN,Estatal,Urbano,Primaria,4287,4149,50,47,4275,1.17,1.1,97.05
2024,Chaco,LIBERTADOR GENERAL SAN MARTIN,Estatal,Urbano,Secundaria,4816,2712,1052,246,4631,21.84,5.11,58.56
2024,Chaco,LIBERTADOR GENERAL SAN MARTIN,Privado,Urbano,Primaria,504,508,0,0,508,0.0,0.0,100.0
2024,Chaco,LIBERTADOR GENERAL SAN MARTIN,Privado,Urbano,Secundaria,641,415,22,6,620,3.43,0.94,66.94
2024,Chaco,MAIPU,Estatal,Rural,Primaria,803,765,6,4,789,0.75,0.5,96.96
2024,Chaco,MAIPU,Estatal,Rural,Secundaria,202,167,18,3,195,8.91,1.49,85.64
2024,Chaco,MAIPU,Estatal,Urbano,Primaria,2369,2289,41,42,2335,1.73,1.77,98.03
2024,Chaco,MAIPU,Estatal,Urbano,Secundaria,1761,1030,460,49,1694,26.12,2.78,60.8
2024,Chaco,MAYOR LUIS J FONTANA,Estatal,Rural,Primaria,657,618,23,10,681,3.5,1.52,90.75
2024,Chaco,MAYOR LUIS J FONTANA,Estatal,Rural,Secundaria,256,230,4,24,234,1.56,9.38,98.29
2024,Chaco,MAYOR LUIS J FONTANA,Estatal,Urbano,Primaria,4945,4522,163,17,4967,3.3,0.34,91.04
2024,Chaco,MAYOR LUIS J FONTANA,Estatal,Urbano,Secundaria,4589,2925,1446,31,4617,31.51,0.68,63.35
2024,Chaco,MAYOR LUIS J FONTANA,Privado,Urbano,Primaria,2215,2135,10,1,2199,0.45,0.05,97.09
2024,Chaco,MAYOR LUIS J FONTANA,Privado,Urbano,Secundaria,1786,1465,134,5,1789,7.5,0.28,81.89
2024,Chaco,O HIGGINS,Estatal,Rural,Primaria,418,402,4,1,414,0.96,0.24,97.1
2024,Chaco,O HIGGINS,Estatal,Urbano,Primaria,2112,2077,18,30,2101,0.85,1.42,98.86
2024,Chaco,O HIGGINS,Estatal,Urbano,Secundaria,2028,1523,216,41,2019,10.65,2.02,75.43
2024,Chaco,O HIGGINS,Privado,Urbano,Primaria,420,244,0,0,244,0.0,0.0,100.0
