anio,provincia,departamento,sector,ambito,nivel,matricula_inicial,promovidos,no_promovidos,salidos_sin_pase,ultimo_anio_inscripto,tasa_repitencia,tasa_abandono,tasa_promocion_ef
2024,Corrientes,SAN COSME,Estatal,Urbano,Secundaria,922,525,203,10,909,22.02,1.08,57.76
2024,Corrientes,SAN LUIS DEL PALMAR,Estatal,Rural,Primaria,477,409,57,1,473,11.95,0.21,86.47
2024,Corrientes,SAN LUIS DEL PALMAR,Estatal,Rural,Secundaria,903,561,171,14,893,18.94,1.55,62.82
2024,Corrientes,SAN LUIS DEL PALMAR,Estatal,Urbano,Primaria,1714,1551,68,1,1698,3.97,0.06,91.34
2024,Corrientes,SAN LUIS DEL PALMAR,Estatal,Urbano,Secundaria,1226,741,283,0,1226,23.08,0.0,60.44
2024,Corrientes,SAN MARTIN,Estatal,Rural,Primaria,779,676,70,1,771,8.99,0.13,87.68
2024,Corrientes,SAN MARTIN,Estatal,Rural,Secundaria,702,591,47,20,679,6.7,2.85,87.04
2024,Corrientes,SAN MARTIN,Estatal,Urbano,Primaria,1045,1022,14,0,1041,1.34,0.0,98.17
2024,Corrientes,SAN MARTIN,Estatal,Urbano,Secundaria,776,660,81,4,770,10.44,0.52,85.71
2024,Corrientes,SAN MIGUEL,Estatal,Rural,Primaria,937,818,94,2,951,10.03,0.21,86.01
2024,Corrientes,SAN MIGUEL,Estatal,Rural,Secundaria,489,489,0,0,489,0.0,0.0,100.0
2024,Corrientes,SAN MIGUEL,Estatal,Urbano,Primaria,543,463,39,0,538,7.18,0.0,86.06
2024,Corrientes,SAN MIGUEL,Estatal,Urbano,Secundaria,498,411,31,14,481,6.22,2.81,85.45
2024,Corrientes,SAN ROQUE,Estatal,Rural,Primaria,865,753,85,0,857,9.83,0.0,87.86
2024,Corrientes,SAN ROQUE,Estatal,Rural,Secundaria,566,431,101,3,563,17.84,0.53,76.55
2024,Corrientes,SAN ROQUE,Estatal,Urbano,Primaria,1625,1537,51,0,1632,3.14,0.0,94.18
2024,Corrientes,SAN ROQUE,Estatal,Urbano,Secundaria,1249,845,174,19,1221,13.93,1.52,69.21
2024,Corrientes,SANTO TOME,Estatal,Rural,Primaria,829,775,29,5,820,3.5,0.6,94.51
2024,Corrientes,SANTO TOME,Estatal,Rural,Secundaria,252,230,17,5,247,6.75,1.98,93.12
2024,Corrientes,SANTO TOME,Estatal,Urbano,Primaria,6896,5966,553,13,6866,8.02,0.19,86.89
2024,Corrientes,SANTO TOME,Estatal,Urbano,Secundaria,5458,3657,813,97,5272,14.9,1.78,69.37
2024,Corrientes,SANTO TOME,Privado,Urbano,Primaria,1230,1143,3,0,1217,0.24,0.0,93.92
2024,Corrientes,SANTO TOME,Privado,Urbano,Secundaria,903,576,35,4,890,3.88,0.44,64.72
2024,Corrientes,SAUCE,Estatal,Rural,Primaria,234,211,22,0,233,9.4,0.0,90.56
2024,Corrientes,SAUCE,Estatal,Rural,Secundaria,120,83,24,5,117,20.0,4.17,70.94
2024,Corrientes,SAUCE,Estatal,Urbano,Primaria,890,855,19,0,888,2.13,0.0,96.28
2024,Corrientes,SAUCE,Estatal,Urbano,Secundaria,479,336,88,14,461,18.37,2.92,72.89
2024,Entre Ríos,COLON,Estatal,Rural,Primaria,582,518,35,3,566,6.01,0.52,91.52
2024,Entre Ríos,COLON,Estatal,Rural,Secundaria,754,391,142,35,709,18.83,4.64,55.15
2024,Entre Ríos,COLON,Estatal,Urbano,Primaria,5643,5227,176,6,5593,3.12,0.11,93.46
2024,Entre Ríos,COLON,Estatal,Urbano,Secundaria,4287,2433,696,91,4131,16.24,2.12,58.9
2024,Entre Ríos,COLON,Privado,Urbano,Primaria,643,636,3,0,642,0.47,0.0,99.07
2024,Entre Ríos,COLON,Privado,Urbano,Secundaria,1246,1042,59,1,1237,4.74,0.08,84.24
2024,Entre Ríos,CONCORDIA,Estatal,Rural,Primaria,2016,1640,177,0,2015,8.78,0.0,81.39
2024,Entre Ríos,CONCORDIA,Estatal,Rural,Secundaria,2120,1288,323,84,2050,15.24,3.96,62.83
2024,Entre Ríos,CONCORDIA,Estatal,Urbano,Primaria,14892,11533,1397,14,14826,9.38,0.09,77.79
2024,Entre Ríos,CONCORDIA,Estatal,Urbano,Secundaria,13277,7605,2207,381,12692,16.62,2.87,59.92
2024,Entre Ríos,CONCORDIA,Privado,Urbano,Primaria,5568,5101,65,6,5542,1.17,0.11,92.04
2024,Entre Ríos,CONCORDIA,Privado,Urbano,Secundaria,3298,2391,271,6,3274,8.22,0.18,73.03
2024,Entre Ríos,DIAMANTE,Estatal,Rural,Primaria,674,649,18,0,671,2.67,0.0,96.72
2024,Entre Ríos,DIAMANTE,Estatal,Rural,Secundaria,677,452,60,40,640,8.86,5.91,70.62
2024,Entre Ríos,DIAMANTE,Estatal,Urbano,Primaria,2321,2166,86,0,2292,3.71,0.0,94.5
2024,Entre Ríos,DIAMANTE,Estatal,Urbano,Secundaria,2255,1410,297,84,2169,13.17,3.73,65.01
2024,Entre Ríos,DIAMANTE,Privado,Rural,Primaria,78,47,5,0,74,6.41,0.0,63.51
2024,Entre Ríos,DIAMANTE,Privado,Urbano,Primaria,1558,1458,2,0,1559,0.13,0.0,93.52
2024,Entre Ríos,DIAMANTE,Privado,Urbano,Secundaria,1373,966,71,3,1360,5.17,0.22,71.03
2024,Entre Ríos,Enmascarado,Privado,Rural,Primaria,147,144,1,0,146,0.68,0.0,98.63
2024,Entre Ríos,Enmascarado,Privado,Rural,Secundaria,276,199,39,0,273,14.13,0.0,72.89
2024,Entre Ríos,Enmascarado,Privado,Urbano,Primaria,1814,1566,39,1,1805,2.15,0.06,86.76
2024,Entre Ríos,Enmascarado,Privado,Urbano,Secundaria,693,404,64,2,682,9.24,0.29,59.24
2024,Entre Ríos,FEDERACION,Estatal,Rural,Primaria,1013,975,23,1,1006,2.27,0.1,96.92
2024,Entre Ríos,FEDERACION,Estatal,Rural,Secundaria,1226,671,214,62,1159,17.46,5.06,57.89
2024,Entre Ríos,FEDERACION,Estatal,Urbano,Primaria,4770,4558,131,3,4765,2.75,0.06,95.66
2024,Entre Ríos,FEDERACION,Estatal,Urbano,Secundaria,4207,1619,1309,228,3977,31.11,5.42,40.71
2024,Entre Ríos,FEDERACION,Privado,Urbano,Primaria,2788,2525,34,0,2776,1.22,0.0,90.96
2024,Entre Ríos,FEDERACION,Privado,Urbano,Secundaria,1586,1070,191,21,1555,12.04,1.32,68.81
2024,Entre Ríos,FEDERAL,Estatal,Rural,Primaria,501,443,33,1,501,6.59,0.2,88.42
2024,Entre Ríos,FEDERAL,Estatal,Rural,Secundaria,460,250,89,13,427,19.35,2.83,58.55
2024,Entre Ríos,FEDERAL,Estatal,Urbano,Primaria,1811,1514,107,0,1799,5.91,0.0,84.16
2024,Entre Ríos,FEDERAL,Estatal,Urbano,Secundaria,1853,1139,230,32,1787,12.41,1.73,63.74
2024,Entre Ríos,FELICIANO,Estatal,Rural,Primaria,224,207,12,0,220,5.36,0.0,94.09
2024,Entre Ríos,FELICIANO,Estatal,Rural,Secundaria,521,322,34,10,484,6.53,1.92,66.53
2024,Entre Ríos,FELICIANO,Estatal,Urbano,Primaria,1053,961,43,0,1045,4.08,0.0,91.96
2024,Entre Ríos,FELICIANO,Estatal,Urbano,Secundaria,1039,822,108,54,942,10.39,5.2,87.26
2024,Entre Ríos,GUALEGUAY,Estatal,Rural,Primaria,345,275,31,4,340,8.99,1.16,80.88
2024,Entre Ríos,GUALEGUAY,Estatal,Rural,Secundaria,275,139,51,19,255,18.55,6.91,54.51
2024,Entre Ríos,GUALEGUAY,Estatal,Urbano,Primaria,4875,4384,191,3,4828,3.92,0.06,90.8
2024,Entre Ríos,GUALEGUAY,Estatal,Urbano,Secundaria,4212,2336,913,217,3800,21.68,5.15,61.47
2024,Entre Ríos,GUALEGUAY,Privado,Urbano,Primaria,748,724,5,0,747,0.67,0.0,96.92
2024,Entre Ríos,GUALEGUAY,Privado,Urbano,Secundaria,845,463,75,4,834,8.88,0.47,55.52
2024,Entre Ríos,GUALEGUAYCHU,Estatal,Rural,Primaria,943,858,42,3,945,4.45,0.32,90.79
2024,Entre Ríos,GUALEGUAYCHU,Estatal,Rural,Secundaria,909,519,133,56,841,14.63,6.16,61.71
2024,Entre Ríos,GUALEGUAYCHU,Estatal,Urbano,Primaria,6993,6006,221,3,6960,3.16,0.04,86.29
2024,Entre Ríos,GUALEGUAYCHU,Estatal,Urbano,Secundaria,6197,3280,898,127,5870,14.49,2.05,55.88
2024,Entre Ríos,GUALEGUAYCHU,Privado,Urbano,Primaria,4154,4008,32,1,4126,0.77,0.02,97.14
2024,Entre Ríos,GUALEGUAYCHU,Privado,Urbano,Secundaria,4164,3274,275,12,4115,6.6,0.29,79.56
2024,Entre Ríos,ISLAS DEL IBICUY,Estatal,Rural,Primaria,1009,731,120,0,996,11.89,0.0,73.39
2024,Entre Ríos,ISLAS DEL IBICUY,Estatal,Rural,Secundaria,756,445,154,29,712,20.37,3.84,62.5
2024,Entre Ríos,ISLAS DEL IBICUY,Estatal,Urbano,Primaria,243,150,9,0,229,3.7,0.0,65.5
2024,Entre Ríos,ISLAS DEL IBICUY,Estatal,Urbano,Secundaria,343,131,89,20,314,25.95,5.83,41.72
2024,Entre Ríos,LA PAZ,Estatal,Rural,Primaria,1517,1321,87,1,1515,5.74,0.07,87.19
2024,Entre Ríos,LA PAZ,Estatal,Rural,Secundaria,1659,1075,300,66,1578,18.08,3.98,68.12
2024,Entre Ríos,LA PAZ,Estatal,Urbano,Primaria,4744,4293,156,2,4730,3.29,0.04,90.76
2024,Entre Ríos,LA PAZ,Estatal,Urbano,Secundaria,3941,2141,880,196,3676,22.33,4.97,58.24
2024,Entre Ríos,LA PAZ,Privado,Urbano,Primaria,1714,1544,33,0,1708,1.93,0.0,90.4
2024,Entre Ríos,LA PAZ,Privado,Urbano,Secundaria,1503,937,131,13,1486,8.72,0.86,63.06
2024,Entre Ríos,NOGOYA,Estatal,Rural,Primaria,935,898,21,0,944,2.25,0.0,95.13
2024,Entre Ríos,NOGOYA,Estatal,Rural,Secundaria,981,621,127,46,920,12.95,4.69,67.5
2024,Entre Ríos,NOGOYA,Estatal,Urbano,Primaria,1826,1773,43,0,1842,2.35,0.0,96.25
2024,Entre Ríos,NOGOYA,Estatal,Urbano,Secundaria,1615,753,464,58,1522,28.73,3.59,49.47
2024,Entre Ríos,NOGOYA,Privado,Urbano,Primaria,1315,1276,7,4,1312,0.53,0.3,97.26
2024,Entre Ríos,NOGOYA,Privado,Urbano,Secundaria,1224,855,109,5,1205,8.91,0.41,70.95
2024,Entre Ríos,PARANA,Estatal,Rural,Primaria,1492,1339,77,1,1508,5.16,0.07,88.79
2024,Entre Ríos,PARANA,Estatal,Rural,Secundaria,1874,1095,259,81,1768,13.82,4.32,61.93
2024,Entre Ríos,PARANA,Estatal,Urbano,Primaria,21264,18919,1262,20,21118,5.93,0.09,89.59
2024,Entre Ríos,PARANA,Estatal,Urbano,Secundaria,19411,10976,4069,659,18715,20.96,3.39,58.65
2024,Entre Ríos,PARANA,Privado,Rural,Primaria,177,172,3,0,175,1.69,0.0,98.29
2024,Entre Ríos,PARANA,Privado,Rural,Secundaria,79,57,0,0,80,0.0,0.0,71.25
2024,Entre Ríos,PARANA,Privado,Urbano,Primaria,14164,13722,90,0,14140,0.64,0.0,97.04
2024,Entre Ríos,PARANA,Privado,Urbano,Secundaria,11565,8580,738,14,11478,6.38,0.12,74.75
2024,Entre Ríos,SAN SALVADOR,Estatal,Rural,Primaria,489,384,14,0,479,2.86,0.0,80.17
2024,Entre Ríos,SAN SALVADOR,Estatal,Rural,Secundaria,240,184,13,4,227,5.42,1.67,81.06
2024,Entre Ríos,SAN SALVADOR,Estatal,Urbano,Primaria,1199,1022,44,1,1201,3.67,0.08,85.1
2024,Entre Ríos,SAN SALVADOR,Estatal,Urbano,Secundaria,1781,1117,247,116,1680,13.87,6.51,66.49
2024,Entre Ríos,TALA,Estatal,Rural,Primaria,263,255,2,0,265,0.76,0.0,96.23
2024,Entre Ríos,TALA,Estatal,Rural,Secundaria,256,163,28,10,247,10.94,3.91,65.99
2024,Entre Ríos,TALA,Estatal,Urbano,Primaria,2099,1888,73,1,2099,3.48,0.05,89.95
2024,Entre Ríos,TALA,Estatal,Urbano,Secundaria,2027,818,502,121,1833,24.77,5.97,44.63
2024,Entre Ríos,TALA,Privado,Urbano,Primaria,534,517,1,0,524,0.19,0.0,98.66
2024,Entre Ríos,TALA,Privado,Urbano,Secundaria,452,363,26,2,443,5.75,0.44,81.94
2024,Entre Ríos,URUGUAY,Estatal,Rural,Primaria,1481,1421,43,0,1484,2.9,0.0,95.75
2024,Entre Ríos,URUGUAY,Estatal,Rural,Secundaria,1530,777,248,49,1475,16.21,3.2,52.68
2024,Entre Ríos,URUGUAY,Estatal,Urbano,Primaria,6444,6010,187,51,6422,2.9,0.79,93.58
2024,Entre Ríos,URUGUAY,Estatal,Urbano,Secundaria,6146,3909,1016,245,5900,16.53,3.99,66.25
2024,Entre Ríos,URUGUAY,Privado,Rural,Primaria,328,320,2,0,322,0.61,0.0,99.38
2024,Entre Ríos,URUGUAY,Privado,Rural,Secundaria,256,223,15,0,256,5.86,0.0,87.11
2024,Entre Ríos,URUGUAY,Privado,Urbano,Primaria,2497,2415,27,0,2488,1.08,0.0,97.07
2024,Entre Ríos,URUGUAY,Privado,Urbano,Secundaria,2277,1698,109,9,2280,4.79,0.4,74.47
2024,Entre Ríos,VICTORIA,Estatal,Rural,Primaria,323,293,23,0,323,7.12,0.0,90.71
2024,Entre Ríos,VICTORIA,Estatal,Rural,Secundaria,573,383,93,20,541,16.23,3.49,70.79
2024,Entre Ríos,VICTORIA,Estatal,Urbano,Primaria,2760,2529,128,1,2765,4.64,0.04,91.46
2024,Entre Ríos,VICTORIA,Estatal,Urbano,Secundaria,2200,1286,359,95,2093,16.32,4.32,61.44
2024,Entre Ríos,VICTORIA,Privado,Urbano,Primaria,659,658,3,0,661,0.46,0.0,99.55
2024,Entre Ríos,VICTORIA,Privado,Urbano,Secundaria,734,639,28,2,726,3.81,0.27,88.02
2024,Entre Ríos,VILLAGUAY,Estatal,Rural,Primaria,955,885,13,11,945,1.36,1.15,93.65
2024,Entre Ríos,VILLAGUAY,Estatal,Rural,Secundaria,1223,652,276,47,1181,22.57,3.84,55.21
2024,Entre Ríos,VILLAGUAY,Estatal,Urbano,Primaria,3929,3502,137,1,3942,3.49,0.03,88.84
2024,Entre Ríos,VILLAGUAY,Estatal,Urbano,Secundaria,2968,1832,522,71,2892,17.59,2.39,63.35
2024,Entre Ríos,VILLAGUAY,Privado,Urbano,Primaria,767,755,7,0,762,0.91,0.0,99.08
2024,Entre Ríos,VILLAGUAY,Privado,Urbano,Secundaria,730,579,29,2,719,3.97,0.27,80.53
2024,Formosa,BERMEJO,Estatal,Rural,Primaria,1808,1671,27,24,1739,1.49,1.33,96.09
2024,Formosa,BERMEJO,Estatal,Rural,Secundaria,1611,772,499,161,1446,30.97,9.99,53.39
2024,Formosa,BERMEJO,Estatal,Urbano,Primaria,863,791,33,2,839,3.82,0.23,94.28
2024,Formosa,BERMEJO,Estatal,Urbano,Secundaria,507,214,208,2,495,41.03,0.39,43.23
2024,Formosa,Enmascarado,Estatal,Urbano,Primaria,475,466,0,4,467,0.0,0.84,99.79
2024,Formosa,Enmascarado,Estatal,Urbano,Secundaria,580,173,131,225,358,22.59,38.79,48.32
2024,Formosa,Enmascarado,Privado,Rural,Primaria,160,122,0,12,137,0.0,7.5,89.05
2024,Formosa,Enmascarado,Privado,Rural,Secundaria,278,217,17,31,244,6.12,11.15,88.93
2024,Formosa,Enmascarado,Privado,Urbano,Primaria,1360,1268,11,6,1322,0.81,0.44,95.92
2024,Formosa,Enmascarado,Privado,Urbano,Secundaria,700,424,122,10,690,17.43,1.43,61.45
2024,Formosa,FORMOSA,Estatal,Rural,Primaria,967,957,0,3,960,0.0,0.31,99.69
2024,Formosa,FORMOSA,Estatal,Rural,Secundaria,900,496,162,63,830,18.0,7.0,59.76
2024,Formosa,FORMOSA,Estatal,Urbano,Primaria,24236,23340,176,39,24121,0.73,0.16,96.76
2024,Formosa,FORMOSA,Estatal,Urbano,Secundaria,21293,11893,3996,253,20806,18.77,1.19,57.16
2024,Formosa,FORMOSA,Privado,Urbano,Primaria,3600,3523,4,0,3585,0.11,0.0,98.27
2024,Formosa,FORMOSA,Privado,Urbano,Secundaria,3358,2791,45,2,3344,1.34,0.06,83.46
2024,Formosa,LAISHI,Estatal,Rural,Primaria,645,632,2,2,645,0.31,0.31,97.98
2024,Formosa,LAISHI,Estatal,Rural,Secundaria,701,516,107,16,681,15.26,2.28,75.77
2024,Formosa,LAISHI,Estatal,Urbano,Primaria,956,935,18,0,955,1.88,0.0,97.91
2024,Formosa,LAISHI,Estatal,Urbano,Secundaria,1114,517,245,11,1091,21.99,0.99,47.39
2024,Formosa,MATACOS,Estatal,Rural,Primaria,311,298,4,0,306,1.29,0.0,97.39
2024,Formosa,MATACOS,Estatal,Rural,Secundaria,242,213,0,22,222,0.0,9.09,95.95
2024,Formosa,MATACOS,Estatal,Urbano,Primaria,2151,2069,1,2,2148,0.05,0.09,96.32
2024,Formosa,MATACOS,Estatal,Urbano,Secundaria,1890,1387,312,136,1818,16.51,7.2,76.29
2024,Formosa,PATIÑO,Estatal,Rural,Primaria,2967,2832,41,5,2901,1.38,0.17,97.62
2024,Formosa,PATIÑO,Estatal,Rural,Secundaria,2573,1700,399,254,2302,15.51,9.87,73.85
2024,Formosa,PATIÑO,Estatal,Urbano,Primaria,6781,6538,53,20,6799,0.78,0.29,96.16
2024,Formosa,PATIÑO,Estatal,Urbano,Secundaria,5000,3291,710,184,4764,14.2,3.68,69.08
2024,Formosa,PILAGAS,Estatal,Rural,Primaria,1277,1244,10,2,1268,0.78,0.16,98.11
2024,Formosa,PILAGAS,Estatal,Rural,Secundaria,935,580,164,46,876,17.54,4.92,66.21
2024,Formosa,PILAGAS,Estatal,Urbano,Primaria,1024,1030,0,1,1030,0.0,0.1,100.0
2024,Formosa,PILAGAS,Estatal,Urbano,Secundaria,1075,621,198,28,1021,18.42,2.6,60.82
2024,Formosa,PILCOMAYO,Estatal,Rural,Primaria,1953,1831,3,4,1960,0.15,0.2,93.42
2024,Formosa,PILCOMAYO,Estatal,Rural,Secundaria,1185,822,166,43,1131,14.01,3.63,72.68
2024,Formosa,PILCOMAYO,Estatal,Urbano,Primaria,8233,8148,13,0,8210,0.16,0.0,99.24
2024,Formosa,PILCOMAYO,Estatal,Urbano,Secundaria,6759,4339,1295,236,6760,19.16,3.49,64.19
2024,Formosa,PILCOMAYO,Privado,Urbano,Primaria,1021,1024,0,0,1024,0.0,0.0,100.0
2024,Formosa,PILCOMAYO,Privado,Urbano,Secundaria,1549,1143,110,31,1514,7.1,2.0,75.5
2024,Formosa,PIRANE,Estatal,Rural,Primaria,1162,1118,3,9,1138,0.26,0.77,98.24
2024,Formosa,PIRANE,Estatal,Rural,Secundaria,1463,1146,178,40,1410,12.17,2.73,81.28
2024,Formosa,PIRANE,Estatal,Urbano,Primaria,6213,6006,17,2,6193,0.27,0.03,96.98
2024,Formosa,PIRANE,Estatal,Urbano,Secundaria,5420,2972,1052,169,5039,19.41,3.12,58.98
2024,Formosa,PIRANE,Privado,Urbano,Primaria,774,750,3,1,763,0.39,0.13,98.3
2024,Formosa,PIRANE,Privado,Urbano,Secundaria,589,475,37,9,574,6.28,1.53,82.75
2024,Formosa,RAMON LISTA,Estatal,Rural,Primaria,2859,2599,107,93,2733,3.74,3.25,95.1
2024,Formosa,RAMON LISTA,Estatal,Rural,Secundaria,2391,1095,576,286,2097,24.09,11.96,52.22
2024,Formosa,Sin datos,Estatal,Rural,Primaria,2,0,0,0,0,0.0,0.0,
2024,Jujuy,COCHINOCA,Estatal,Rural,Primaria,322,319,0,2,319,0.0,0.62,100.0
2024,Jujuy,COCHINOCA,Estatal,Rural,Secundaria,315,201,32,4,306,10.16,1.27,65.69
2024,Jujuy,COCHINOCA,Estatal,Urbano,Primaria,1197,1185,0,0,1185,0.0,0.0,100.0
2024,Jujuy,COCHINOCA,Estatal,Urbano,Secundaria,1348,763,174,22,1316,12.91,1.63,57.98
2024,Jujuy,DOCTOR MANUEL BELGRANO,Estatal,Rural,Primaria,902,899,0,1,899,0.0,0.11,100.0
2024,Jujuy,DOCTOR MANUEL BELGRANO,Estatal,Rural,Secundaria,990,735,122,8,974,12.32,0.81,75.46
2024,Jujuy,DOCTOR MANUEL BELGRANO,Estatal,Urbano,Primaria,21507,21474,11,7,21551,0.05,0.03,99.64
2024,Jujuy,DOCTOR MANUEL BELGRANO,Estatal,Urbano,Secundaria,22428,11888,4780,238,22296,21.31,1.06,53.32
2024,Jujuy,DOCTOR MANUEL BELGRANO,Privado,Urbano,Primaria,8495,8489,2,3,8498,0.02,0.04,99.89
2024,Jujuy,DOCTOR MANUEL BELGRANO,Privado,Urbano,Secundaria,8210,5639,593,33,8192,7.22,0.4,68.84
2024,Jujuy,EL CARMEN,Estatal,Rural,Primaria,2121,2147,0,0,2147,0.0,0.0,100.0
2024,Jujuy,EL CARMEN,Estatal,Rural,Secundaria,1155,829,148,16,1141,12.81,1.39,72.66
2024,Jujuy,EL CARMEN,Estatal,Urbano,Primaria,9805,9530,0,40,9530,0.0,0.41,100.0
2024,Jujuy,EL CARMEN,Estatal,Urbano,Secundaria,9636,5428,1687,157,9509,17.51,1.63,57.08
2024,Jujuy,EL CARMEN,Privado,Urbano,Primaria,898,900,0,0,901,0.0,0.0,99.89
2024,Jujuy,EL CARMEN,Privado,Urbano,Secundaria,1275,770,123,4,1258,9.65,0.31,61.21
2024,Jujuy,Enmascarado,Privado,Urbano,Primaria,879,875,0,0,875,0.0,0.0,100.0
2024,Jujuy,Enmascarado,Privado,Urbano,Secundaria,940,637,80,1,943,8.51,0.11,67.55
2024,Jujuy,HUMAHUACA,Estatal,Rural,Primaria,523,492,0,2,505,0.0,0.38,97.43
2024,Jujuy,HUMAHUACA,Estatal,Rural,Secundaria,378,300,23,10,361,6.08,2.65,83.1
2024,Jujuy,HUMAHUACA,Estatal,Urbano,Primaria,1463,1457,0,0,1457,0.0,0.0,100.0
2024,Jujuy,HUMAHUACA,Estatal,Urbano,Secundaria,1667,843,250,34,1640,15.0,2.04,51.4
2024,Jujuy,LEDESMA,Estatal,Rural,Primaria,440,410,0,2,410,0.0,0.45,100.0
2024,Jujuy,LEDESMA,Estatal,Rural,Secundaria,311,223,43,31,285,13.83,9.97,78.25
2024,Jujuy,LEDESMA,Estatal,Urbano,Primaria,8513,8270,4,28,8278,0.05,0.33,99.9
2024,Jujuy,LEDESMA,Estatal,Urbano,Secundaria,7720,4756,1689,34,7682,21.88,0.44,61.91
2024,Jujuy,LEDESMA,Privado,Urbano,Primaria,555,568,0,0,568,0.0,0.0,100.0
2024,Jujuy,LEDESMA,Privado,Urbano,Secundaria,1322,847,167,0,1316,12.63,0.0,64.36
2024,Jujuy,PALPALA,Estatal,Rural,Primaria,118,123,0,0,123,0.0,0.0,100.0
2024,Jujuy,PALPALA,Estatal,Rural,Secundaria,269,121,53,3,267,19.7,1.12,45.32
2024,Jujuy,PALPALA,Estatal,Urbano,Primaria,5056,5051,1,0,5065,0.02,0.0,99.72
2024,Jujuy,PALPALA,Estatal,Urbano,Secundaria,4698,2684,932,36,4660,19.84,0.77,57.6
2024,Jujuy,RINCONADA,Estatal,Rural,Primaria,206,202,0,0,202,0.0,0.0,100.0
2024,Jujuy,RINCONADA,Estatal,Rural,Secundaria,195,177,6,4,191,3.08,2.05,92.67
2024,Jujuy,SAN ANTONIO,Estatal,Rural,Primaria,441,450,0,1,450,0.0,0.23,100.0
2024,Jujuy,SAN ANTONIO,Estatal,Rural,Secundaria,395,200,77,10,393,19.49,2.53,50.89
2024,Jujuy,SAN PEDRO,Estatal,Rural,Primaria,765,769,0,0,769,0.0,0.0,100.0
2024,Jujuy,SAN PEDRO,Estatal,Rural,Secundaria,664,523,80,27,651,12.05,4.07,80.34
2024,Jujuy,SAN PEDRO,Estatal,Urbano,Primaria,7184,7183,2,6,7186,0.03,0.08,99.96
2024,Jujuy,SAN PEDRO,Estatal,Urbano,Secundaria,7220,4055,1274,67,7180,17.65,0.93,56.48
2024,Jujuy,SAN PEDRO,Privado,Urbano,Primaria,745,750,0,0,750,0.0,0.0,100.0
2024,Jujuy,SAN PEDRO,Privado,Urbano,Secundaria,889,715,28,10,892,3.15,1.12,80.16
2024,Jujuy,SANTA BARBARA,Estatal,Rural,Primaria,286,294,0,2,294,0.0,0.7,100.0
2024,Jujuy,SANTA BARBARA,Estatal,Rural,Secundaria,255,162,33,10,254,12.94,3.92,63.78
2024,Jujuy,SANTA BARBARA,Estatal,Urbano,Primaria,1863,1873,0,0,1874,0.0,0.0,99.95
2024,Jujuy,SANTA BARBARA,Estatal,Urbano,Secundaria,1665,1048,298,11,1656,17.9,0.66,63.29
2024,Jujuy,SANTA CATALINA,Estatal,Rural,Primaria,297,295,1,0,296,0.34,0.0,99.66
2024,Jujuy,SANTA CATALINA,Estatal,Rural,Secundaria,261,206,21,10,269,8.05,3.83,76.58
2024,Jujuy,SUSQUES,Estatal,Rural,Primaria,479,478,0,1,478,0.0,0.21,100.0
2024,Jujuy,SUSQUES,Estatal,Rural,Secundaria,398,306,35,12,397,8.79,3.02,77.08
2024,Jujuy,TILCARA,Estatal,Rural,Primaria,434,449,0,0,449,0.0,0.0,100.0
2024,Jujuy,TILCARA,Estatal,Rural,Secundaria,299,219,15,4,290,5.02,1.34,75.52
2024,Jujuy,TILCARA,Estatal,Urbano,Primaria,1037,1038,0,2,1038,0.0,0.19,100.0
2024,Jujuy,TILCARA,Estatal,Urbano,Secundaria,1596,790,238,7,1588,14.91,0.44,49.75
2024,Jujuy,TUMBAYA,Estatal,Rural,Primaria,499,502,0,0,502,0.0,0.0,100.0
2024,Jujuy,TUMBAYA,Estatal,Rural,Secundaria,340,225,47,8,336,13.82,2.35,66.96
2024,Jujuy,VALLE GRANDE,Estatal,Rural,Primaria,241,234,0,10,234,0.0,4.15,100.0
2024,Jujuy,VALLE GRANDE,Estatal,Rural,Secundaria,275,198,20,9,266,7.27,3.27,74.44
2024,Jujuy,YAVI,Estatal,Rural,Primaria,392,389,0,1,391,0.0,0.26,99.49
2024,Jujuy,YAVI,Estatal,Rural,Secundaria,240,160,33,4,234,13.75,1.67,68.38
2024,Jujuy,YAVI,Estatal,Urbano,Primaria,2498,2436,5,4,2473,0.2,0.16,98.5
2024,Jujuy,YAVI,Estatal,Urbano,Secundaria,2577,1126,606,31,2525,23.52,1.2,44.59
2024,La Pampa,ATREUCO,Estatal,Rural,Primaria,217,192,15,0,222,6.91,0.0,86.49
2024,La Pampa,ATREUCO,Estatal,Rural,Secundaria,167,106,26,2,159,15.57,1.2,66.67
2024,La Pampa,ATREUCO,Estatal,Urbano,Primaria,713,657,0,0,709,0.0,0.0,92.67
2024,La Pampa,ATREUCO,Estatal,Urbano,Secundaria,576,316,98,4,560,17.01,0.69,56.43
2024,La Pampa,CAPITAL,Estatal,Rural,Primaria,236,222,0,3,237,0.0,1.27,93.67
2024,La Pampa,CAPITAL,Estatal,Rural,Secundaria,239,66,65,0,239,27.2,0.0,27.62
2024,La Pampa,CAPITAL,Estatal,Urbano,Primaria,9749,9244,53,2,9772,0.54,0.02,94.6
2024,La Pampa,CAPITAL,Estatal,Urbano,Secundaria,9797,5660,1860,28,9610,18.99,0.29,58.9
2024,La Pampa,CAPITAL,Privado,Urbano,Primaria,1819,1811,0,0,1813,0.0,0.0,99.89
